PREDSEDNICKIIZBORIodržani13.juna2004.prvikrug,VAR00001,V2,,V3,V4,V5,V6,V7,V8,V9,Ljiljana Aranđelović,Vladan Batić,Ivica Dačić,Milovan Drecun,Dragan Djordjević,Branislav Ivković,Mirko Jović,Jelisaveta Karađorđević,Bogoljub Karić,Dragan Maršićanin,Zoran Milinković,Tomislav Nikolić,Borislav Pelević,Marijan Rističević,Boris Tadić
70726,Leskovac,164,,689,371,689,318,318,6,312,5,1,23,3,1,5,0,7,93,12,0,106,2,1,53
80284,Novi Sad-grad,164,,1434,774,1436,660,660,5,655,1,3,6,3,0,1,0,11,124,57,1,222,2,0,224
70726,Leskovac,165,,267,131,267,136,136,0,136,2,0,6,0,1,1,0,1,17,6,2,56,0,0,44
80284,Novi Sad-grad,165,,1423,814,1423,609,609,4,605,2,1,14,4,0,0,1,13,131,56,0,163,3,1,216
70726,Leskovac,166,,662,356,662,306,306,10,296,0,0,73,2,1,2,0,0,73,16,0,93,3,0,33
80284,Novi Sad-grad,166,,1737,835,1738,902,901,6,895,1,6,20,3,0,1,2,27,191,99,1,193,1,1,349
70726,Leskovac,167,,265,144,265,121,121,1,120,1,0,12,0,1,4,2,1,23,5,0,48,3,0,20
80284,Novi Sad-grad,167,,1907,842,1906,1065,1065,4,1061,0,5,29,8,0,3,0,17,172,134,1,254,1,2,435
70726,Leskovac,168,,590,400,590,190,190,0,190,1,2,9,4,0,3,1,3,30,14,1,98,0,1,23
80284,Novi Sad-grad,168,,942,390,943,552,552,9,543,0,6,6,2,2,0,0,15,104,76,1,92,0,0,239
70726,Leskovac,169,,235,111,235,124,124,0,124,0,2,5,2,0,7,0,1,27,9,0,50,0,3,18
80284,Novi Sad-grad,169,,1573,743,1574,830,830,6,824,0,1,19,1,0,1,0,20,184,102,0,204,2,1,289
70017,Aleksandrovac,17,,145,62,145,83,83,1,82,2,2,6,1,0,4,0,0,4,26,0,23,4,0,10
70025,Aleksinac,17,,981,563,981,418,418,4,414,0,1,13,1,3,2,1,4,139,20,0,200,2,5,23
70033,Aran|elovac,17,,1397,747,1397,650,649,10,639,1,5,15,1,1,1,1,10,116,143,0,213,4,2,126
70041,Ariqe,17,,677,293,677,384,384,3,381,5,4,6,11,1,2,0,10,78,50,1,96,4,0,113
70050,Babu{nica,17,,134,54,134,80,80,3,77,4,2,7,0,1,1,5,2,1,0,0,41,0,0,13
70068,Bajina Ba{ta,17,,161,107,161,54,54,0,54,2,2,2,0,2,1,0,1,7,13,0,16,0,0,8
70076,Bato~ina,17,,296,164,196,132,132,2,130,1,0,4,0,1,11,1,4,20,20,1,47,2,0,18
70084,Bela Palanka,17,,111,70,111,41,41,2,39,0,1,5,1,1,0,1,0,3,7,0,11,1,2,6
70092,Barajevo,17,,467,237,467,230,230,3,227,0,1,14,0,2,1,0,7,35,39,0,67,0,0,61
70106,Vo`dovac,17,,1175,583,1180,592,592,5,587,1,1,16,0,1,0,0,7,115,86,0,106,2,1,251
70114,Vra~ar,17,,1122,563,1122,559,559,1,558,0,1,5,1,0,2,1,15,57,128,0,49,1,0,298
70122,Grocka,17,,1306,839,1306,467,467,5,462,3,2,35,1,2,0,0,14,116,48,1,171,4,2,63
70149,Zvezdara,17,,2221,1056,2221,1165,1165,8,1157,1,1,28,3,0,2,1,23,194,219,0,188,7,1,489
70157,Zemun,17,,1438,736,1438,702,702,8,694,0,1,20,1,1,3,0,15,106,108,0,157,2,0,280
70165,Lazarevac,17,,890,459,890,431,431,8,423,0,0,10,2,0,1,0,12,67,95,1,151,1,0,83
70173,Mladenovac,17,,932,426,932,506,506,7,499,1,1,18,6,2,2,0,18,97,69,0,151,1,0,133
70181,Novi Beograd,17,,1548,629,1547,919,919,8,911,2,1,26,8,1,1,0,17,147,153,1,253,2,6,293
70190,Obrenovac,17,,1964,967,1964,997,997,14,983,1,16,26,2,0,0,2,23,188,133,0,321,2,4,265
70203,Palilula,17,,1044,492,1044,552,552,5,547,0,3,19,1,0,2,0,11,81,90,0,99,2,0,239
70211,Rakovica,17,,1253,650,1253,603,602,10,592,0,2,21,2,0,2,0,14,113,91,0,135,3,1,208
70220,Savski Venac,17,,1564,735,1564,829,829,6,823,0,5,19,0,0,2,0,21,107,111,1,179,0,3,375
70238,Sopot,17,,658,354,658,304,304,4,300,0,0,14,0,1,0,1,6,80,24,0,133,1,0,40
70246,Stari Grad,17,,1183,626,1183,557,557,2,555,1,4,10,0,0,0,1,10,73,87,1,81,0,2,285
70254,^ukarica,17,,1677,841,1677,836,836,5,831,1,4,24,1,0,1,0,24,143,118,3,161,2,0,349
70262,Blace,17,,215,124,216,91,91,0,91,1,0,8,0,0,4,0,0,4,19,0,32,2,0,21
70289,Bogati},17,,1101,572,1101,529,529,7,522,2,1,26,0,1,14,3,23,86,77,1,210,2,5,71
70297,Bojnik,17,,320,143,320,177,177,1,176,2,3,25,2,2,9,2,4,23,18,1,67,7,0,11
70319,Boqevac,17,,676,547,676,129,129,2,127,4,5,10,0,1,0,0,7,28,13,0,22,1,0,36
70327,Bor,17,,1402,746,1402,656,656,2,654,2,1,19,4,1,5,1,23,197,72,3,165,3,2,156
70335,Bosilegrad,17,,193,134,193,59,59,0,59,1,0,5,0,0,1,0,0,1,12,0,10,0,2,27
70343,Brus,17,,1024,592,1024,432,432,7,425,3,4,18,0,3,1,0,4,65,94,6,107,1,1,118
70351,Bujanovac,17,,916,910,916,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
70360,Vaqevo,17,,1132,449,1132,683,683,3,680,0,4,27,2,0,23,0,10,109,149,1,112,0,2,241
70378,Varvarin,17,,210,132,210,78,78,2,76,1,0,10,2,0,0,0,0,7,14,2,15,0,0,25
70386,Velika Plana,17,,927,464,926,463,463,9,454,1,3,15,2,1,1,1,11,69,88,0,182,6,1,73
70394,Veliko Gradi{te,17,,645,363,645,282,282,4,278,4,0,12,0,0,2,0,12,99,19,0,61,0,1,68
70408,Vladimirci,17,,291,186,291,105,105,2,103,0,1,8,1,0,1,0,2,6,46,0,27,1,0,10
70416,Vladi~in Han,17,,229,123,229,106,106,0,106,0,1,7,0,0,0,1,0,41,2,0,27,0,3,24
70424,Vlasotince,17,,537,278,537,259,259,0,259,1,1,7,3,1,3,0,5,30,23,0,153,6,0,26
70432,Vrawe,17,,1085,551,1088,534,534,4,530,2,2,35,6,0,2,2,12,102,58,0,176,1,2,130
70459,Vrwa~ka Bawa,17,,682,366,682,316,316,2,314,0,1,14,1,1,2,0,1,56,57,1,129,7,1,43
70467,Gaxin Han,17,,170,110,170,60,60,0,60,0,0,15,0,0,1,0,2,6,2,0,32,0,0,2
70475,Golubac,17,,317,139,317,178,178,5,173,0,0,17,1,0,0,0,1,51,8,1,36,0,2,56
70483,Gorwi Milanovac,17,,506,313,506,193,193,5,188,1,4,18,3,0,0,0,0,30,42,0,53,3,1,33
70491,Despotovac,17,,742,413,742,329,328,7,321,3,6,19,1,1,3,2,1,64,36,3,100,4,4,74
70505,Dimitrovgrad,17,,151,129,151,22,22,0,22,4,0,4,1,0,1,0,0,0,2,0,8,0,1,1
70513,Doqevac,17,,432,207,432,225,225,2,223,0,0,49,3,0,7,0,2,31,9,2,100,4,0,16
70521,@abari,17,,280,123,280,157,157,5,152,0,4,10,0,0,0,2,3,36,14,0,43,1,2,37
70530,@agubica,17,,284,136,284,148,148,2,146,0,0,11,0,0,1,1,1,51,10,0,42,1,1,27
70548,@itora|a,17,,312,175,312,137,137,0,137,1,3,38,2,0,3,0,0,24,10,0,46,0,0,10
70556,Zaje~ar,17,,1883,1085,1882,798,797,9,788,1,1,16,0,4,4,1,11,233,72,1,302,3,3,136
70564,Ivawica,17,,295,204,295,91,91,0,91,1,1,10,0,0,0,0,1,8,29,0,32,3,0,6
70572,Kladovo,17,,557,368,557,189,189,6,183,1,1,65,1,0,0,0,3,20,15,0,65,0,2,10
70599,Kni},17,,349,224,349,125,125,2,123,0,1,1,0,0,0,0,5,24,36,0,39,1,2,14
70602,Kwa`evac,17,,841,462,841,379,379,4,375,2,3,28,1,0,2,0,7,71,60,0,96,0,1,104
70629,Kosjeri},17,,100,37,100,63,63,0,63,1,0,1,0,0,0,2,1,5,3,0,17,0,0,33
70637,Koceqeva,17,,186,71,186,115,115,0,115,1,0,15,1,0,2,0,1,20,5,0,52,0,0,18
70645,Kragujevac-grad,17,,1215,558,1215,657,657,4,653,2,4,31,3,0,1,0,15,99,121,1,187,5,14,170
70653,Kraqevo,17,,1970,1015,1970,955,955,13,942,0,12,22,8,1,12,2,21,123,191,6,192,2,0,350
70661,Krupaw,17,,321,154,321,167,167,2,165,1,5,12,1,1,0,0,4,32,33,3,58,3,0,12
70670,Kru{evac,17,,1543,692,1543,851,851,6,845,0,3,33,7,1,2,0,26,171,139,1,176,0,1,285
70688,Kur{umlija,17,,553,291,554,262,262,7,255,0,2,11,2,0,0,5,6,42,66,0,82,6,0,33
70696,Ku~evo,17,,150,74,150,76,76,1,75,2,0,10,0,0,0,1,1,4,3,0,28,2,0,24
70700,Lajkovac,17,,546,333,546,213,213,2,211,0,0,13,0,1,0,1,3,33,26,0,80,1,1,52
70718,Lebane,17,,235,142,235,93,93,1,92,1,3,3,1,0,3,1,0,26,6,0,39,1,0,8
70726,Leskovac,17,,1986,917,1957,1069,1069,13,1056,2,5,51,15,0,9,0,12,308,130,0,312,1,3,208
70734,Loznica,17,,454,250,454,204,203,5,198,0,0,12,2,2,0,0,3,10,58,1,68,2,0,40
70742,Lu~ani,17,,414,234,414,180,180,2,178,0,2,23,0,1,0,0,0,31,31,0,50,6,1,33
70769,Qig,17,,246,99,246,147,147,3,144,0,0,4,0,0,4,1,5,10,51,0,48,1,1,19
70777,Qubovija,17,,310,161,310,149,149,1,148,1,1,11,0,0,1,0,3,13,37,0,38,2,1,40
70785,Majdanpek,17,,580,278,580,302,302,5,297,1,0,18,0,2,0,0,15,71,53,0,96,2,2,37
70793,Mali Zvornik,17,,546,295,546,251,251,1,250,0,13,24,0,1,0,2,11,35,41,0,73,2,0,48
70807,Malo Crni}e,17,,454,257,454,197,197,5,192,0,2,38,0,0,2,0,7,55,13,0,54,1,1,19
70815,Medve|a,17,,190,114,190,76,76,0,76,1,0,10,0,0,0,0,0,4,18,0,32,1,1,9
70823,Mero{ina,17,,125,40,125,85,85,0,85,4,0,27,0,5,0,1,0,6,3,0,20,2,1,16
70831,Mionica,17,,235,134,235,101,101,0,101,0,0,4,0,0,0,0,5,8,19,3,33,0,0,29
70840,Negotin,17,,1018,614,956,404,404,6,398,0,0,22,4,2,3,0,6,125,28,4,100,1,0,103
70858,Ni{,17,,1894,926,1894,968,968,7,961,0,2,47,18,2,1,1,34,229,176,1,207,5,0,238
70866,Nova Varo{,17,,163,100,163,63,63,1,62,1,0,6,0,0,0,0,0,5,5,0,35,1,0,9
70874,Novi Pazar,17,,101,29,101,72,72,1,71,0,0,1,0,1,1,0,0,0,4,0,60,0,1,3
70882,Ose~ina,17,,513,288,513,225,225,5,220,0,1,43,2,2,0,1,2,13,45,0,65,5,3,38
70904,Para}in,17,,1291,652,1291,639,639,2,637,6,2,25,3,1,3,1,6,123,61,1,283,6,1,115
70912,Petrovac,17,,670,376,670,294,294,6,288,0,3,37,0,0,0,1,4,56,26,3,64,2,1,91
70939,Pirot,17,,1123,515,1124,608,607,2,605,2,2,21,8,1,7,2,10,159,52,1,173,2,0,165
70947,Po`arevac,17,,656,351,656,305,305,7,298,2,3,6,1,1,1,0,3,115,23,0,78,1,3,61
70955,Po`ega,17,,682,404,691,278,278,3,275,2,2,11,2,2,3,0,7,30,67,0,90,1,0,58
70963,Pre{evo,17,,219,219,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70971,Priboj,17,,912,473,912,439,439,1,438,3,6,7,0,0,0,0,2,105,36,0,123,1,0,155
70980,Prijepoqe,17,,117,71,117,46,46,0,46,0,0,10,0,0,0,0,0,2,0,0,26,1,0,7
70998,Prokupqe,17,,519,248,519,271,271,3,268,1,2,9,2,1,0,0,1,49,48,0,66,2,0,87
71005,Ra`aw,17,,188,92,188,96,96,3,93,1,1,3,0,0,5,1,0,16,8,3,48,0,1,6
71013,Ra~a,17,,330,144,336,186,186,7,179,0,3,27,1,0,1,0,4,51,17,0,43,1,1,30
71021,Ra{ka,17,,111,70,111,41,41,0,41,0,1,2,0,0,0,0,0,3,9,0,22,0,0,4
71030,Rekovac,17,,455,230,455,225,225,0,225,1,1,14,1,1,1,1,4,12,22,3,54,0,0,110
71048,Jagodina,17,,1066,664,1066,402,402,5,397,24,7,26,3,1,1,0,3,89,30,0,133,1,0,79
71056,Svilajnac,17,,936,512,936,424,424,14,410,2,0,24,2,1,0,0,4,64,82,2,135,2,0,92
71064,Svrqig,17,,259,193,259,66,66,2,64,0,0,3,0,1,1,1,2,5,9,1,20,1,9,11
71072,Sjenica,17,,341,220,341,121,121,2,119,1,3,1,0,0,0,0,0,3,0,0,15,0,0,96
71099,Smederevo,17,,1663,891,1663,772,771,8,763,0,5,23,4,0,2,2,15,188,103,1,217,5,2,196
71102,Smederevska Palanka,17,,540,353,540,187,187,4,183,1,2,5,1,0,2,0,0,20,44,1,82,1,0,24
71129,Sokobawa,17,,264,162,264,102,102,2,100,0,1,7,0,0,0,0,7,26,3,0,44,1,0,11
71137,Surdulica,17,,443,315,443,128,128,2,126,1,1,11,1,0,0,0,5,12,39,0,43,0,2,11
71145,U`ice,17,,113,60,113,53,53,1,52,0,0,6,0,0,0,0,0,9,13,0,20,0,0,4
71153,Topola,17,,256,138,256,118,118,3,115,0,3,5,0,0,1,0,8,23,30,0,35,0,1,9
71170,Trstenik,17,,691,538,691,153,153,4,149,0,0,8,0,0,0,0,6,32,22,0,51,2,0,28
71188,Tutin,17,,254,118,254,136,136,0,136,0,2,1,0,0,0,0,0,6,6,0,16,0,0,105
71196,]i}evac,17,,495,249,495,246,246,3,243,5,7,8,3,1,1,0,5,60,19,0,83,1,0,50
71200,]uprija,17,,226,82,226,144,144,5,139,4,2,4,1,0,0,0,1,52,10,0,49,0,0,16
71218,Ub,17,,300,177,300,123,123,1,122,1,4,7,0,0,0,0,3,5,16,0,62,0,0,24
71234,^ajetina,17,,180,115,180,65,65,3,62,0,0,4,0,0,0,0,2,11,18,0,25,0,0,2
71242,^a~ak,17,,2231,1240,2232,991,991,11,980,0,9,29,6,0,1,5,19,252,176,4,238,4,2,235
71269,[abac,17,,1686,731,1686,955,955,13,942,1,4,33,8,0,4,1,25,152,184,1,212,6,4,307
80012,Ada,17,,485,234,485,251,251,1,250,0,1,7,2,0,3,0,5,46,14,1,108,0,0,63
80039,Alibunar,17,,703,369,703,334,334,7,327,0,1,8,1,0,3,0,16,26,34,2,154,1,12,69
80047,Apatin,17,,1245,1003,1245,242,242,7,235,3,3,38,1,1,3,0,8,30,12,1,114,0,0,21
80055,Ba~,17,,414,137,414,277,277,4,273,0,4,11,1,0,0,1,1,13,31,1,125,2,0,83
80063,Ba~ka Palanka,17,,1437,649,1438,788,788,7,781,2,7,19,4,1,0,1,14,125,63,2,383,3,1,156
80071,Ba~ka Topola,17,,704,385,704,319,319,2,317,2,3,4,1,0,0,1,7,27,12,0,35,0,0,225
80080,Ba~ki Petrovac,17,,333,174,333,159,159,2,157,1,1,0,0,2,0,0,3,33,10,0,8,0,2,97
80098,Bela Crkva,17,,102,32,102,70,70,3,67,0,0,7,0,1,0,0,1,8,22,0,22,0,1,5
80101,Beo~in,17,,250,141,250,109,109,1,108,2,2,7,1,0,28,0,5,11,5,0,38,1,2,6
80110,Be~ej,17,,650,362,650,288,288,3,285,2,8,4,1,0,1,0,1,28,14,0,95,1,2,128
80128,Vr{ac,17,,946,537,946,409,409,6,403,1,1,14,5,0,0,3,9,80,31,1,129,0,1,128
80136,@abaq,17,,602,322,602,280,280,2,278,0,1,2,4,1,0,1,4,45,16,0,179,1,1,23
80144,@iti{te,17,,547,283,547,264,264,2,262,1,2,8,0,0,0,0,13,38,37,0,117,2,0,44
80152,Zrewanin,17,,442,219,462,223,223,5,218,0,1,2,1,0,1,0,3,26,13,1,41,1,0,128
80179,In|ija,17,,1687,881,1688,806,806,8,798,0,0,17,4,0,1,0,12,163,100,0,374,1,4,122
80195,Kawia,17,,824,438,824,386,386,4,382,5,5,4,1,3,1,0,6,23,18,0,7,1,0,308
80209,Kikinda,17,,1085,578,1085,507,507,6,501,1,4,8,2,1,2,0,7,97,14,3,235,4,1,122
80217,Kova~ica,17,,467,291,467,176,176,1,175,0,0,10,0,0,3,0,8,17,11,0,105,0,1,20
80225,Kovin,17,,1304,821,1304,483,483,10,473,1,6,12,2,0,9,1,16,113,56,2,158,5,2,90
80233,Kula,17,,173,87,173,86,86,1,85,0,1,10,1,2,0,2,1,5,9,0,48,0,0,6
80241,Mali I|o{,17,,479,240,479,239,239,2,237,1,2,20,6,0,1,0,0,50,21,1,101,1,0,33
80250,Nova Crwa,17,,358,155,359,203,203,3,200,0,2,8,0,1,0,0,2,35,26,1,81,1,1,42
80268,Novi Be~ej,17,,744,382,744,362,362,9,353,6,11,8,1,2,1,3,6,60,45,1,77,4,0,128
80276,Novi Kne`evac,17,,485,193,485,292,292,1,291,1,0,7,3,1,1,1,13,42,38,1,89,1,2,91
80284,Novi Sad-grad,17,,1730,834,1732,896,896,9,887,0,4,8,4,0,5,1,15,153,94,0,422,5,0,176
80292,Opovo,17,,335,181,335,154,154,2,152,0,0,10,3,1,0,1,5,34,16,0,59,0,0,23
80306,Oxaci,17,,567,242,567,325,325,5,320,0,1,9,5,1,1,0,5,58,13,2,203,2,0,20
80314,Pan~evo,17,,1577,823,1577,754,754,7,747,4,1,20,1,2,3,1,9,231,57,3,293,1,0,121
80322,Pe}inci,17,,462,210,462,252,252,3,249,0,3,7,0,0,0,0,2,28,17,1,156,5,1,29
80349,Plandi{te,17,,451,189,451,262,262,4,258,2,1,7,1,0,0,0,8,40,55,0,75,2,2,65
80357,Ruma,17,,1293,573,1293,720,720,11,709,1,1,17,4,2,2,1,24,146,111,1,252,2,2,143
80365,Senta,17,,793,440,793,353,353,3,350,2,6,3,0,1,1,1,2,7,2,2,7,0,1,315
80373,Se~aw,17,,387,190,387,197,197,6,191,1,5,7,2,1,2,1,5,34,23,0,64,3,3,40
80381,Sombor,17,,1351,599,1351,752,752,8,744,4,0,10,1,0,0,1,21,147,98,1,173,6,3,279
80390,Srbobran,17,,500,250,500,250,250,4,246,3,1,4,1,1,0,0,4,47,8,0,67,1,1,108
80403,Sremska Mitrovica,17,,661,313,661,348,348,5,343,0,0,14,7,1,5,1,10,53,45,1,164,2,1,39
80420,Stara Pazova,17,,873,382,873,491,491,4,487,0,0,12,1,0,0,4,4,109,50,2,249,1,0,55
80438,Subotica,17,,1073,603,1073,470,470,2,468,2,4,1,2,2,0,2,2,83,17,0,70,3,2,278
80446,Temerin,17,,787,369,787,418,418,3,415,1,2,3,1,2,1,0,2,36,8,0,40,2,0,317
80454,Titel,17,,444,224,444,220,220,1,219,1,2,3,3,1,0,0,5,26,23,2,114,1,0,38
80462,Vrbas,17,,1086,556,1086,530,528,8,520,2,1,14,1,1,1,2,13,82,38,0,257,2,0,106
80489,^oka,17,,329,115,329,214,214,4,210,1,3,3,0,0,1,1,4,27,16,1,131,2,1,19
80497,[id,17,,898,618,899,280,280,3,277,3,3,13,0,2,0,0,5,35,30,0,141,4,3,38
90042,Gwilane,17,,822,394,822,428,428,4,424,1,1,146,3,0,0,0,5,35,61,0,112,1,0,59
90093,Zubin Potok,17,,101,29,101,72,72,0,72,0,1,18,1,0,1,0,0,3,29,0,19,0,0,0
90140,Kosovska Kamenica,17,,349,143,349,206,206,1,205,1,1,23,0,0,0,0,0,20,12,0,135,1,0,12
90158,Leposavi},17,,445,264,445,181,181,5,176,0,1,10,0,0,1,0,4,40,17,0,69,1,0,33
90166,Lipqan,17,,229,116,229,113,113,2,111,0,0,0,0,0,0,0,0,18,10,0,81,1,0,1
90263,Pri{tina,17,,325,164,325,161,161,0,161,0,2,6,0,0,0,0,0,53,4,1,87,1,0,7
90298,Kosovska Mitrovica,17,,790,683,790,107,107,1,106,0,0,5,0,0,0,0,0,31,5,1,59,0,0,5
90328,[trpce,17,,296,188,296,108,108,0,108,0,0,3,1,0,0,0,0,43,0,2,52,0,0,7
70726,Leskovac,170,,266,121,266,145,145,0,145,1,1,14,3,2,0,0,3,25,23,1,53,4,1,14
80284,Novi Sad-grad,170,,1557,717,1557,840,839,9,830,1,4,17,5,0,3,2,26,140,100,0,211,3,1,317
70726,Leskovac,171,,288,152,288,136,136,1,135,0,0,33,1,0,2,0,0,26,11,0,50,0,7,5
80284,Novi Sad-grad,171,,1496,854,1496,642,642,4,638,1,5,7,5,0,0,0,20,120,76,0,177,1,5,221
70726,Leskovac,172,,620,355,620,265,265,1,264,1,1,8,2,0,1,0,2,106,4,0,120,2,2,15
80284,Novi Sad-grad,172,,1533,988,1533,545,545,6,539,1,0,7,4,0,2,0,23,82,67,0,123,1,0,229
70726,Leskovac,173,,2018,1114,2018,904,904,13,891,5,4,75,7,0,8,2,19,202,104,2,256,1,0,206
80284,Novi Sad-grad,173,,1694,742,1694,952,952,7,945,0,3,32,7,0,1,0,26,177,111,0,223,1,2,362
70726,Leskovac,174,,928,467,929,461,461,2,459,5,2,24,11,1,8,0,9,116,55,0,156,1,0,71
80284,Novi Sad-grad,174,,1147,655,1151,492,492,6,486,0,6,9,1,1,0,0,14,91,32,0,98,0,0,234
70726,Leskovac,175,,295,143,295,152,152,3,149,0,3,5,1,1,2,1,6,27,26,0,42,10,0,25
70726,Leskovac,176,,290,176,290,114,114,1,113,1,1,10,1,0,3,0,4,28,6,0,42,0,0,17
70726,Leskovac,177,,899,533,899,366,366,7,359,0,1,20,2,1,7,1,1,93,38,2,131,2,0,60
70726,Leskovac,178,,606,373,606,233,233,4,229,2,0,7,5,1,1,0,2,52,24,0,95,1,0,39
70726,Leskovac,179,,311,198,311,113,113,1,112,1,0,6,0,0,1,0,1,11,9,0,68,1,1,13
70017,Aleksandrovac,18,,242,130,242,112,112,3,109,5,1,23,0,2,2,0,4,23,9,0,17,0,1,22
70025,Aleksinac,18,,270,132,270,138,138,3,135,0,0,17,3,1,0,0,1,27,9,0,50,1,1,25
70033,Aran|elovac,18,,809,519,809,290,290,4,286,0,1,8,1,1,0,0,8,40,74,0,116,2,0,35
70041,Ariqe,18,,561,249,561,312,312,3,309,0,2,4,8,0,4,0,5,61,58,2,75,3,0,87
70050,Babu{nica,18,,135,61,135,74,74,6,68,1,2,13,0,0,2,0,2,2,4,0,20,1,0,21
70068,Bajina Ba{ta,18,,384,244,384,140,140,2,138,3,0,11,1,0,2,1,0,15,21,0,58,0,1,25
70076,Bato~ina,18,,268,149,268,119,119,3,116,2,1,4,3,1,2,3,2,25,24,1,32,1,0,15
70084,Bela Palanka,18,,244,196,244,48,48,0,48,1,0,7,2,1,0,0,0,3,5,0,15,0,4,10
70092,Barajevo,18,,1589,788,1589,801,801,9,792,1,5,21,2,1,3,0,18,225,82,1,240,2,0,191
70106,Vo`dovac,18,,1993,1041,1993,952,952,5,947,0,2,26,3,0,2,0,26,124,164,0,142,2,2,454
70114,Vra~ar,18,,1082,518,1082,564,564,8,556,0,1,13,0,0,1,2,21,62,111,0,72,1,0,272
70122,Grocka,18,,289,140,291,149,149,1,148,1,1,7,0,0,2,0,6,21,25,1,62,0,1,21
70149,Zvezdara,18,,1605,723,1605,882,882,10,872,3,2,30,2,0,3,0,26,110,174,0,129,1,1,391
70157,Zemun,18,,1284,664,1284,620,620,6,614,2,0,21,4,0,0,1,16,72,85,0,182,1,1,229
70165,Lazarevac,18,,1121,553,1121,568,568,8,560,0,2,12,6,0,0,2,12,111,109,0,176,0,0,130
70173,Mladenovac,18,,931,379,931,552,552,9,543,0,1,15,3,1,4,2,11,108,103,1,144,1,0,149
70181,Novi Beograd,18,,1211,574,1211,637,636,1,635,1,2,17,2,0,0,0,11,99,120,1,111,3,2,266
70190,Obrenovac,18,,1042,486,1042,556,556,10,546,0,25,29,0,1,0,1,12,88,88,3,160,1,0,138
70203,Palilula,18,,891,397,891,494,494,6,488,0,0,9,3,0,4,0,7,53,99,0,82,1,0,230
70211,Rakovica,18,,1660,891,1660,769,769,9,760,2,6,28,3,0,2,0,13,122,145,0,181,3,0,255
70220,Savski Venac,18,,1081,561,1081,520,520,4,516,0,1,18,0,0,0,0,12,72,95,0,67,2,0,249
70238,Sopot,18,,527,303,527,224,224,5,219,3,2,5,1,0,0,1,5,51,27,0,105,1,0,18
70246,Stari Grad,18,,1618,880,1618,738,738,4,734,0,0,12,1,1,0,1,29,141,108,0,127,0,1,313
70254,^ukarica,18,,1229,664,1229,565,564,6,558,1,1,28,1,0,0,0,22,98,111,0,86,1,1,208
70262,Blace,18,,114,50,114,64,64,0,64,0,0,2,0,0,0,0,0,8,19,1,27,0,0,7
70289,Bogati},18,,726,356,726,370,370,6,364,3,4,25,4,3,7,2,23,57,52,0,138,0,1,45
70297,Bojnik,18,,448,230,448,218,218,11,207,1,4,14,2,3,3,0,1,28,13,2,92,0,0,44
70319,Boqevac,18,,425,284,425,141,141,4,137,2,0,15,0,0,0,1,10,36,24,0,30,0,1,18
70327,Bor,18,,1247,696,1247,551,551,6,545,3,2,12,1,0,7,3,14,196,47,4,122,5,3,126
70335,Bosilegrad,18,,210,134,210,76,76,0,76,0,0,4,0,0,0,0,0,7,26,0,20,1,0,18
70343,Brus,18,,558,247,558,311,311,3,308,0,3,16,1,0,0,0,5,41,69,2,45,0,0,126
70351,Bujanovac,18,,1456,1417,1456,39,39,2,37,0,1,2,0,0,0,0,0,2,3,0,20,2,0,7
70360,Vaqevo,18,,1360,555,1360,805,805,8,797,1,0,59,3,1,8,1,22,163,134,2,154,1,3,245
70378,Varvarin,18,,398,178,398,220,220,0,220,1,1,31,0,0,0,3,2,44,21,2,75,0,0,40
70386,Velika Plana,18,,984,621,984,363,363,1,362,1,2,39,1,1,1,1,10,50,52,0,112,4,0,88
70394,Veliko Gradi{te,18,,488,338,488,150,150,2,148,0,0,12,0,0,0,0,2,14,14,0,38,0,0,68
70408,Vladimirci,18,,266,143,266,123,123,4,119,1,1,4,1,0,0,0,2,5,30,0,55,0,0,20
70416,Vladi~in Han,18,,220,120,220,100,100,0,100,0,0,13,0,0,2,0,0,20,5,0,56,0,0,4
70424,Vlasotince,18,,149,62,149,87,87,2,85,0,0,5,3,0,1,3,2,2,5,1,62,0,0,1
70432,Vrawe,18,,895,513,895,382,382,3,379,1,3,15,1,0,1,0,6,69,46,0,136,4,3,94
70459,Vrwa~ka Bawa,18,,290,188,290,102,102,2,100,3,0,11,0,1,0,0,0,8,9,0,50,2,0,16
70467,Gaxin Han,18,,284,147,284,137,137,2,135,1,0,20,1,0,0,5,6,13,30,0,41,2,3,13
70475,Golubac,18,,319,125,319,194,194,1,193,1,0,20,0,1,1,0,1,54,13,0,64,1,0,37
70483,Gorwi Milanovac,18,,215,91,215,124,124,1,123,0,2,8,0,0,0,0,1,23,26,0,43,1,0,19
70491,Despotovac,18,,683,501,683,182,182,3,179,3,2,1,3,0,0,1,10,50,16,2,60,2,2,27
70513,Doqevac,18,,387,205,387,182,182,1,181,0,5,19,3,2,2,0,1,36,12,0,82,0,0,19
70521,@abari,18,,430,300,430,130,130,1,129,0,4,23,0,1,0,1,5,14,9,0,63,0,2,7
70530,@agubica,18,,325,220,325,105,105,1,104,1,0,8,0,2,0,0,1,40,6,1,31,1,0,13
70548,@itora|a,18,,471,221,471,250,250,0,250,0,0,33,0,0,8,0,4,59,31,2,64,5,0,44
70556,Zaje~ar,18,,1144,555,1127,589,589,7,582,1,3,20,2,0,0,0,19,143,77,6,148,1,0,162
